iter,psnr
211,24.452068
212,24.480846
213,24.660290
214,24.344332
215,24.654099
216,24.593151
217,24.358004
218,24.347918
219,24.518044
220,24.620825
221,24.329300
222,24.322437
223,24.107313
224,24.633766
225,24.532494
226,24.217886
227,24.502050
228,24.548531
229,24.644028
230,24.330475
231,24.695074
232,24.453960
233,24.718168
234,24.816456
235,24.559708
236,24.562668
237,24.914320
238,24.723618
239,24.553980
240,24.655540
241,24.572523
242,24.645475
243,24.587879
244,24.580248
245,24.508751
246,24.803480
247,24.763733
248,24.836664
249,24.702221
250,24.849638
251,24.940052
252,24.920200
253,24.733231
254,24.847040
255,24.862852
256,24.721136
257,24.856823
258,24.769815
259,24.717167
260,24.718185
261,24.856447
262,24.753761
263,24.654552
264,24.722818
265,24.951759
266,24.920973
267,24.553268
268,24.194227
269,24.344389
270,24.929211
271,24.889671
272,24.532427
273,24.810890
274,24.980318
275,24.607313
276,24.573204
277,24.616426
278,25.056271
279,24.788897
280,24.334261
281,24.470291
282,24.820604
283,24.878759
284,24.525749
285,24.116814
286,24.506855
287,24.675701
288,24.760490
289,24.538679
290,24.882175
291,24.812008
292,24.831900
293,24.926294
294,24.793385
295,24.979029
296,24.760939
297,24.860388
298,24.824205
299,24.922548
300,24.854414
301,24.834803
302,24.889532
303,25.048868
304,24.834627
305,24.724222
306,24.986023
307,25.132139
308,24.851782
309,24.889189
310,24.839024
311,24.965954
312,24.886499
313,24.955780
314,24.923019
315,24.881424
316,24.973259
317,24.992786
318,25.132183
319,24.726212
320,24.824383
321,25.080154
322,24.894440
323,24.940952
324,24.895870
325,24.695913
326,24.934328
327,24.888405
328,24.748121
329,24.910097
330,25.101702
331,25.000774
332,25.034988
333,25.169855
334,24.958467
335,25.005335
336,25.201633
337,24.977104
338,25.006702
339,25.133245
340,24.983946
341,24.899494
342,24.901241
343,24.840094
344,24.880907
345,24.864836
346,24.749544
347,24.757549
348,24.572348
349,25.247734
350,24.781664
351,24.916002
352,25.014435
353,24.880980
354,24.740423
355,24.242743
356,24.701544
357,25.113951
358,25.015686
359,24.602692
360,24.531006
361,25.217419
362,24.945759
363,24.958622
364,24.928432
365,25.314024
366,25.011112
367,24.905712
368,25.022186
369,25.071630
370,25.110897
371,25.089962
372,25.094347
373,25.083282
374,25.204704
375,24.946520
376,24.970695
377,25.410770
378,24.999912
379,25.086634
380,25.103136
381,25.058035
382,24.970091
383,25.160194
384,25.194071
385,24.987108
386,24.978516
387,25.118717
388,25.156284
389,25.121305
390,25.299847
391,25.299021
392,25.399893
393,25.076353
394,25.150732
395,25.026451
396,25.308350
397,25.106255
398,25.194151
399,25.098106
400,25.278942
401,25.064276
402,24.905512
403,24.747721
404,24.835974
405,25.124767
406,25.000532
407,24.801920
408,24.680281
409,25.351170
410,24.849623
411,24.536928
412,24.970972
413,25.072039
414,24.802681
415,24.775457
416,25.059544
417,24.931343
418,24.918676
419,25.025221
420,25.016277
421,24.797304
422,24.892681
423,25.208134
424,25.090498
425,24.717665
426,24.998196
427,25.171993
428,24.750523
429,25.015081
430,25.110716
431,25.051716
432,24.873926
433,25.244144
434,24.941250
435,24.972086
436,25.120258
437,25.310211
438,25.264290
439,25.049572
440,25.296532
441,25.371031
442,25.065996
443,25.087011
444,25.107918
445,25.053829
446,25.102102
447,25.172600
448,25.239288
449,25.207205
450,25.328577
451,25.471418
452,25.283865
453,25.386034
454,25.068903
455,25.204506
456,25.052492
457,25.071177
458,24.815849
459,25.355688
460,25.313435
461,25.197351
462,25.125395
463,25.051586
464,25.080284
465,25.600657
466,25.239941
467,25.024498
468,25.420294
469,25.238905
470,24.998314
471,24.912666
472,25.275082
473,24.873827
474,24.917269
475,25.382744
476,25.289438
477,25.366995
478,25.441298
479,25.231836
480,25.140915
481,25.576782
482,25.316273
483,25.315954
484,25.481037
485,25.416679
486,25.333250
487,25.224630
488,25.469332
489,25.619087
490,25.280062
491,25.487680
492,25.075771
493,25.479961
494,25.357861
495,25.385328
496,25.313171
497,25.337955
498,25.408142
499,25.583906
500,25.394823
501,25.469681
502,25.332394
503,25.379051
504,25.375303
505,25.369976
506,25.187130
507,25.412127
508,25.363583
509,25.485573
510,25.344311
511,25.396164
512,25.149240
513,25.162355
514,25.599483
515,25.803431
516,25.471956
517,25.367926
518,25.436808
519,25.331404
520,25.238394
521,25.222252
522,25.357403
523,25.497784
524,25.257578
525,25.267101
526,25.484808
527,25.497183
528,25.055950
529,25.326801
530,25.154455
531,25.309143
532,25.383196
533,25.314905
534,25.318010
535,25.595490
536,25.397667
537,25.488194
538,25.389990
539,25.259708
540,25.714985
541,25.340599
542,25.287525
543,25.250671
544,25.483400
545,25.723551
546,25.376408
547,25.310181
548,25.612518
549,25.387699
550,25.301235
551,25.182571
552,24.932932
553,25.181887
554,25.462557
555,25.229063
556,25.242050
557,25.416346
558,25.463257
559,25.458406
560,25.418726
561,25.301067
562,25.397966
563,25.197788
564,25.332832
565,25.567417
566,25.612616
567,25.310734
568,24.879581
569,25.099829
570,25.550825
571,25.380266
572,25.310234
573,25.324337
574,25.318165
575,24.919027
576,25.460751
577,25.465784
578,24.905907
579,25.163557
580,25.549078
581,25.309872
582,25.083431
583,25.295424
584,25.489101
585,25.433832
586,25.449169
587,25.508036
588,25.473705
589,25.773617
590,25.636747
591,25.452591
592,25.665432
593,25.297005
594,25.365458
595,25.629406
596,25.300890
597,25.394619
598,25.529083
599,25.747847
600,25.597509
601,25.546497
602,25.492338
603,25.667883
604,25.828566
605,25.690788
606,25.724472
607,25.468174
608,25.544548
609,25.676559
610,25.889090
611,25.651871
612,25.365717
613,25.291178
614,25.793028
615,25.624355
616,25.533308
617,25.707150
618,25.575005
619,25.626068
620,25.216227
621,25.574671
622,25.497572
623,25.741095
624,25.379881
625,25.442625
626,25.409575
627,25.799734
628,25.089424
629,25.482611
630,25.517969
631,25.748240
632,25.402161
633,25.475771
634,25.702372
635,25.283472
636,25.088650
637,25.652159
638,25.135138
639,24.914907
640,25.451605
641,25.512928
642,25.033203
643,24.991430
644,25.449566
645,25.020321
646,24.878374
647,25.596069
648,24.880135
649,25.212831
650,25.655672
651,25.326551
652,25.289986
653,25.628746
654,25.408190
655,25.154724
656,25.374920
657,25.390404
658,25.307535
659,25.503515
660,25.378891
661,25.365480
662,25.741110
663,25.545717
664,25.316069
665,25.668856
666,25.623121
667,25.275219
668,25.582016
669,25.606356
670,25.715734
671,25.338659
672,25.547781
673,25.637852
674,25.673067
675,25.688089
676,25.178183
677,25.448145
678,25.730001
679,25.628424
680,25.742088
681,25.629847
682,25.416121
683,25.481571
684,25.687416
685,25.653173
686,25.547218
687,25.771650
688,25.455389
689,25.711046
690,25.661230
691,25.477139
692,25.783106
693,25.787098
694,25.454571
695,25.385155
696,25.418812
697,25.425116
698,25.842810
699,25.703873
700,25.737726
701,25.524366
702,25.665953
703,25.633102
704,25.449963
705,25.840366
706,25.723400
707,25.912767
708,25.505575
709,25.844536
710,25.865829
711,25.809416
712,25.587086
713,25.900234
714,25.628595
715,25.800127
716,25.703579
717,25.886295
718,25.671061
719,25.817490
720,25.625338
721,25.745173
722,25.490345
723,25.641861
724,25.641653
725,25.325323
726,25.843531
727,25.819498
728,25.641973
729,25.503963
730,25.463850
731,25.884508
732,25.488329
733,25.727337
734,25.756218
735,25.797012
736,25.550037
737,25.782866
738,25.764614
739,25.621290
740,25.871712
741,25.645603
742,25.498135
743,25.798460
744,26.068111
745,25.712915
746,25.722839
747,25.836012
748,25.800322
749,25.705992
750,25.796835
751,25.744158
752,25.545725
753,25.660959
754,25.650537
755,25.518057
756,25.736944
757,25.693518
758,25.609329
759,25.742825
760,25.664099
761,25.486473
762,25.852407
763,25.619389
764,25.742235
765,25.623154
766,25.554152
767,25.497873
768,25.778181
769,25.765278
770,25.550823
771,25.507244
772,25.845686
773,25.626120
774,25.775085
775,25.788414
776,25.645460
777,25.831560
778,25.762976
779,25.749735
780,25.649553
781,25.563753
782,25.810009
783,25.680061
784,25.514532
785,25.786287
786,25.757978
787,25.957897
788,25.675373
789,25.726097
790,25.853573
791,25.734373
792,25.763206
793,25.976191
794,25.859650
795,25.729931
796,25.780888
797,25.521139
798,25.911880
799,25.741297
800,25.751026
801,25.535824
802,25.472328
803,25.860312
804,25.608273
805,25.889952
806,25.690380
807,25.859375
808,25.754185
809,25.385996
810,25.699512
811,25.997448
812,25.519291
813,25.377872
814,25.721256
815,25.941673
816,25.532120
817,25.362852
818,25.808996
819,25.893587
820,25.463301
821,25.659428
822,25.705029
823,25.705662
824,25.638353
825,26.123411
826,25.869236
827,25.474470
828,25.746166
829,25.674881
830,25.929836
831,25.608192
832,25.642687
833,25.600658
834,25.740414
835,25.652969
836,25.982279
837,25.993046
838,25.868776
839,26.063419
840,25.912832
841,25.963789
842,25.907415
843,26.093279
844,25.832554
845,25.818481
846,25.985203
847,25.847523
848,25.731455
849,25.750143
850,25.814022
851,25.968718
852,25.702044
853,25.585245
854,25.766876
855,25.657618
856,25.818533
857,25.729788
858,25.832827
859,25.449202
860,25.509396
861,25.873577
862,25.761202
863,25.570515
864,25.854704
865,25.883369
866,25.576103
867,25.987722
868,25.731220
869,25.712189
870,25.491802
871,25.723675
872,25.492655
873,25.332136
874,25.781075
875,25.816166
876,25.468233
877,25.708792
878,25.870840
879,25.810640
880,25.935707
881,26.108528
882,26.069920
883,25.704262
884,25.820969
885,25.768204
886,26.070807
887,26.085060
888,26.084766
889,25.809479
890,26.103249
891,25.695883
892,25.702238
893,25.828241
894,25.928354
895,25.774878
896,26.146746
897,25.885403
898,25.922918
899,25.698545
900,26.091122
901,25.845938
902,25.663851
903,25.945930
904,25.558882
905,25.840485
906,25.806616
907,25.708172
908,26.039888
909,25.634203
910,25.777784
911,25.850845
912,25.814682
913,25.719824
914,25.941425
915,25.681292
916,26.028740
917,25.710268
918,26.017937
919,26.129162
920,25.765028
921,26.021526
922,25.979803
923,26.016056
924,26.013502
925,25.912868
926,25.874125
927,25.990774
928,25.989315
929,25.826563
930,25.987064
931,26.051968
932,26.100300
933,25.792269
934,25.921759
935,25.893391
936,26.191248
937,25.738359
938,26.005133
939,25.968746
940,25.944229
941,26.037359
942,26.026552
943,25.885862
944,25.800316
945,25.651127
946,25.903986
947,25.955727
948,25.827179
949,25.932808
950,26.064106
951,25.925354
952,25.929144
953,26.006708
954,25.999065
955,26.019894
956,25.824259
957,25.800591
958,25.877766
959,25.653822
960,25.875217
961,25.856077
962,25.956066
963,25.865786
964,26.065393
965,25.744688
966,25.893585
967,25.843075
968,26.004456
969,26.190592
970,25.956820
971,26.218813
972,25.993151
973,26.019650
974,26.152185
975,26.068977
976,26.080357
977,25.804079
978,25.964993
979,25.899347
980,25.906662
981,25.730177
982,26.007593
983,25.965902
984,25.967733
985,25.916904
986,25.893051
987,25.850159
988,25.936703
989,25.872440
990,26.021091
991,25.910913
992,25.879595
993,25.919685
994,25.915577
995,26.103058
996,26.445271
997,26.057131
998,25.990868
999,25.809219
1000,25.801247
1001,25.724825
1002,25.818855
1003,25.834274
1004,25.679705
1005,26.289291
1006,25.800188
1007,25.661970
1008,25.693233
1009,26.033859
1010,26.165033
1011,25.789097
1012,26.012766
1013,25.951797
1014,25.864939
1015,26.005386
1016,25.836481
1017,25.947134
1018,25.845947
1019,25.800972
1020,25.633694
1021,25.575958
1022,25.856220
1023,26.076597
1024,25.844271
1025,25.923662
1026,25.885811
1027,25.672390
1028,25.976854
1029,26.000023
1030,25.885584
1031,26.003584
1032,25.971724
1033,26.169317
1034,26.115814
1035,25.948185
1036,25.923527
1037,26.335850
1038,25.918404
1039,26.009840
1040,26.203495
1041,25.630018
1042,25.929615
1043,26.155016
1044,26.048746
1045,25.944572
1046,26.051151
1047,26.115206
1048,26.036781
1049,26.115358
1050,26.298363
1051,26.167917
1052,26.083775
1053,25.967962
1054,26.201050
1055,26.084711
1056,26.335417
1057,26.147608
1058,26.161329
1059,26.121073
1060,26.329596
1061,25.967970
1062,26.090916
1063,26.165579
1064,26.253448
1065,26.138607
1066,26.163975
1067,26.263477
1068,26.233311
1069,26.096987
1070,26.180058
1071,25.974680
1072,26.091940
1073,26.069504
1074,26.111263
1075,26.239948
1076,26.260363
1077,25.943727
1078,25.783424
1079,25.705751
1080,26.047220
1081,26.149385
1082,26.041864
1083,26.134796
1084,26.004929
1085,26.245953
1086,26.064770
1087,25.923008
1088,26.170147
1089,25.968786
1090,26.008883
1091,26.116547
1092,25.741684
1093,25.954708
1094,25.918283
1095,26.227613
1096,26.064604
1097,26.268328
1098,26.166246
1099,26.170506
1100,25.910355
1101,26.066219
1102,26.054773
1103,26.323883
1104,26.063736
1105,26.188686
1106,26.345585
1107,25.941933
1108,25.959187
1109,25.888798
1110,25.913750
1111,25.827360
1112,26.241634
1113,26.027300
1114,26.034847
1115,25.997732
1116,26.037796
1117,26.016777
1118,25.785198
1119,26.270353
1120,26.062557
1121,25.990528
1122,26.068218
1123,26.091236
1124,25.956911
1125,26.235600
1126,26.077923
1127,26.214506
1128,26.128187
1129,26.120522
1130,25.871601
1131,26.195496
1132,25.943731
1133,25.976068
1134,26.285940
1135,26.296329
1136,26.307657
1137,26.307816
1138,25.956255
1139,26.080616
1140,26.071026
1141,26.030369
1142,25.895208
1143,26.103916
1144,26.011147
1145,26.189451
1146,26.193720
1147,26.089085
1148,25.906902
1149,25.979294
1150,26.013773
1151,25.836166
1152,26.122824
1153,26.164139
1154,25.970284
1155,25.703323
1156,25.683764
1157,26.084007
1158,26.151850
1159,25.984293
1160,26.004553
1161,26.272308
1162,26.154541
1163,26.223513
1164,25.975197
1165,25.997488
1166,26.048889
1167,26.035677
1168,26.146372
1169,26.148279
1170,26.220903
1171,26.282145
1172,25.865908
1173,26.349155
1174,25.953358
1175,25.942961
1176,26.142490
1177,25.980700
1178,25.840662
1179,26.027056
1180,26.008261
1181,26.241718
1182,25.895838
1183,26.084234
1184,26.121632
1185,26.088261
1186,26.251305
1187,25.861938
1188,26.046661
1189,25.858862
1190,26.010099
1191,26.010059
1192,26.167032
1193,26.280096
1194,26.140114
1195,25.963125
1196,26.162779
1197,26.113962
1198,26.107500
1199,25.812979
1200,25.483130
1201,25.756399
1202,25.811705
1203,26.089947
1204,25.948292
1205,25.912237
1206,26.110826
1207,26.061680
1208,26.073235
1209,26.068455
1210,26.103214
1211,25.765053
1212,25.894304
1213,26.319366
1214,25.984631
1215,25.702089
1216,25.791548
1217,26.117630
1218,26.266478
1219,25.813833
1220,26.016619
1221,26.154261
1222,26.272873
1223,26.157005
1224,26.040747
1225,26.182726
1226,26.153061
1227,26.165174
1228,26.197355
1229,26.343685
1230,26.324558
1231,26.275919
1232,26.019867
1233,26.060209
1234,26.157576
1235,26.198732
1236,26.476843
1237,26.185480
1238,26.349937
1239,26.395428
1240,26.219410
1241,26.165712
1242,26.069874
1243,26.230579
1244,26.352049
1245,26.157150
1246,26.239435
1247,26.301132
1248,26.199333
1249,26.124777
1250,26.242188
1251,26.446976
1252,26.401047
1253,26.110220
1254,26.361746
1255,26.123383
1256,26.313583
1257,26.364113
1258,26.112936
1259,26.075508
1260,26.185909
1261,26.241022
1262,26.341103
1263,26.362003
1264,26.340660
1265,26.201738
1266,26.003939
1267,26.280775
1268,26.193289
1269,26.085348
1270,25.683268
1271,25.830158
1272,26.256388
1273,25.960991
1274,25.919844
1275,26.127317
1276,26.080332
1277,26.194118
1278,26.103811
1279,26.072676
1280,25.961906
1281,26.274931
1282,26.141869
1283,26.119762
1284,26.195032
1285,26.069613
1286,26.230947
1287,26.189386
1288,26.196926
1289,26.322046
1290,25.992308
1291,26.188101
1292,26.218981
1293,26.151899
1294,26.328169
1295,26.267714
1296,26.245266
1297,26.294933
1298,26.379084
1299,26.229429
1300,26.371662
1301,26.204782
1302,26.108202
1303,26.263607
1304,26.335238
1305,26.464626
1306,26.217859
1307,26.257330
1308,26.274454
1309,26.208431
1310,26.295864
1311,26.176363
1312,26.366175
1313,26.283350
1314,26.122383
1315,26.407185
1316,26.271107
1317,26.184097
1318,26.255285
1319,26.296537
1320,26.358135
1321,26.425266
1322,26.257967
1323,26.262518
1324,26.162378
1325,26.103239
1326,26.099392
1327,26.401142
1328,26.591635
1329,26.097754
1330,26.154713
1331,26.492849
1332,26.316544
1333,26.227144
1334,26.305210
1335,26.438503
1336,26.476986
1337,26.331841
1338,26.244631
1339,26.332731
1340,26.340776
1341,26.343418
1342,26.282354
1343,26.266745
1344,26.231701
1345,26.038162
1346,26.284191
1347,26.290718
1348,26.329315
1349,26.298426
1350,26.461481
1351,26.173607
1352,26.232317
1353,26.191351
1354,26.043093
1355,26.356833
1356,26.270735
1357,26.115986
1358,25.950788
1359,26.165171
1360,26.047131
1361,26.279453
1362,26.120686
1363,26.278112
1364,26.107710
1365,25.978828
1366,26.303411
1367,26.262794
1368,26.280365
1369,26.531023
1370,26.066929
1371,26.168383
1372,26.342962
1373,26.004160
1374,26.165506
1375,25.965906
1376,26.271727
1377,26.222925
1378,25.939238
1379,26.110661
1380,26.194357
1381,26.139555
1382,26.180050
1383,26.222708
1384,26.290445
1385,26.360294
1386,26.344503
1387,26.483112
1388,26.463619
1389,26.483591
1390,26.343966
1391,26.383736
1392,26.430782
1393,26.194231
1394,26.150595
1395,26.447342
1396,26.442022
1397,26.426571
1398,26.261873
1399,26.175606
1400,26.322577
1401,26.171476
1402,26.436686
1403,26.278778
1404,26.394997
1405,26.219646
1406,26.066204
1407,26.190094
1408,26.121510
1409,26.192696
1410,26.376057
1411,26.036947
1412,26.221985
1413,26.225866
1414,26.322414
1415,26.217783
1416,25.949379
1417,26.142607
1418,26.377541
1419,26.464256
1420,25.969599
1421,25.869120
1422,26.016615
1423,26.206501
1424,26.130930
1425,25.998133
1426,26.285599
1427,26.118650
1428,26.115238
1429,26.212519
1430,26.240236
1431,25.911682
1432,25.767101
1433,26.152302
1434,26.533239
1435,26.075176
1436,26.058552
1437,26.215033
1438,26.515615
1439,26.112619
1440,26.111868
1441,26.262772
1442,26.210831
1443,26.031483
1444,26.428873
1445,26.146341
1446,26.328859
1447,25.989063
1448,26.480158
1449,26.087160
1450,26.010193
1451,26.038342
1452,26.255314
1453,26.201023
1454,26.199339
1455,26.195061
1456,26.263315
1457,26.279850
1458,26.123533
1459,26.065371
1460,26.120577
1461,26.314074
1462,26.165628
1463,26.171957
1464,26.373552
1465,26.326191
1466,26.511808
1467,26.214630
1468,26.457739
1469,26.241636
1470,26.309494
1471,26.407953
1472,26.347216
1473,26.083242
1474,26.099949
1475,26.377039
1476,26.368219
1477,25.923313
1478,26.383818
1479,26.463673
1480,26.331398
1481,26.110992
1482,26.249756
1483,26.385891
1484,26.303591
1485,26.325232
1486,26.344463
1487,26.436256
1488,26.152334
1489,26.473377
1490,26.411779
1491,26.446056
1492,26.259708
1493,26.335730
1494,26.397774
1495,26.469574
1496,26.548214
1497,26.241877
1498,26.210272
1499,26.398031
1500,26.370474
1501,26.338989
1502,26.440514
1503,26.319023
1504,26.316147
1505,26.222124
1506,26.150040
1507,26.404972
1508,26.353533
1509,26.287342
1510,26.321905
1511,26.338339
1512,26.339823
1513,26.417768
1514,26.423391
1515,26.429657
1516,26.296867
1517,26.339882
1518,26.576162
1519,26.571106
1520,26.381981
1521,26.516048
1522,26.262411
1523,26.219156
1524,26.262451
1525,26.103607
1526,26.352541
1527,26.534830
1528,26.282063
1529,26.188528
1530,26.255518
1531,26.387707
1532,26.378111
1533,26.249136
1534,26.442455
1535,26.406544
1536,26.500687
1537,26.389944
1538,26.513969
1539,26.514784
1540,26.287956
1541,26.406769
1542,26.520731
1543,26.272190
1544,26.364819
1545,26.193823
1546,26.425259
1547,26.257006
1548,26.180824
1549,26.362055
1550,26.423393
1551,26.201769
1552,26.018944
1553,26.105871
1554,26.235903
1555,26.416298
1556,26.424080
1557,26.314499
1558,26.319340
1559,26.269815
1560,26.202602
1561,26.292410
1562,26.364458
1563,26.059231
1564,26.230562
1565,26.616720
1566,26.370802
1567,26.338633
1568,26.246086
1569,26.442171
1570,26.315407
1571,26.361826
1572,26.409779
1573,26.550859
1574,26.345860
1575,26.396734
1576,26.393314
1577,26.245922
1578,26.479902
1579,26.298132
1580,26.419804
1581,26.352228
1582,26.329477
1583,26.336077
1584,26.218548
1585,26.573725
1586,26.494637
1587,26.134541
1588,26.138529
1589,26.229275
1590,26.612247
1591,26.364569
1592,26.255955
1593,26.519697
1594,26.407421
1595,26.402637
1596,26.208689
1597,26.439423
1598,26.375587
1599,26.280899
1600,26.169519
1601,26.483730
1602,26.354053
1603,26.406378
1604,26.282393
1605,26.294231
1606,26.445055
1607,26.274075
1608,25.911329
1609,26.177671
1610,26.316172
1611,25.930927
1612,26.213980
1613,26.252052
1614,26.571007
1615,26.098980
1616,25.960512
1617,26.145475
1618,26.425106
1619,26.319609
1620,26.046852
1621,26.190538
1622,26.515547
1623,26.463366
1624,25.973509
1625,26.188440
1626,26.579836
1627,26.385437
1628,26.230095
1629,26.264496
1630,26.430191
1631,26.418964
1632,26.356632
1633,26.148573
1634,26.554838
1635,26.591021
1636,26.438421
1637,26.204344
1638,26.236729
1639,26.713137
1640,26.413746
1641,26.091539
1642,26.221960
1643,26.477163
1644,26.131523
1645,26.131645
1646,26.429806
1647,26.491148
1648,26.266880
1649,25.859566
1650,26.319761
1651,26.426729
1652,26.265314
1653,26.329550
1654,26.695440
1655,26.550028
1656,26.415424
1657,26.559099
1658,26.407206
1659,26.481127
1660,26.519840
1661,26.527262
1662,26.342241
1663,26.422983
1664,26.579157
1665,26.267918
1666,26.468527
1667,26.340069
1668,26.673193
1669,26.399506
1670,26.345711
1671,26.495434
1672,26.614487
1673,26.564587
1674,26.457718
1675,26.499323
1676,26.366224
1677,26.170601
1678,26.067837
1679,26.136745
1680,26.471279
1681,26.522022
1682,26.295069
1683,26.221676
1684,26.432264
1685,26.272766
1686,26.324001
1687,26.283133
1688,26.325800
1689,26.343014
1690,26.299280
1691,26.200605
1692,26.180914
1693,26.469824
1694,26.279051
1695,26.550154
1696,26.350399
1697,26.421831
1698,26.612825
1699,26.398462
1700,26.403721
1701,26.538786
1702,26.380812
1703,26.208887
1704,26.381832
1705,26.172907
1706,26.468502
1707,26.478790
1708,26.471586
1709,26.345406
1710,26.441303
1711,26.522968
1712,26.445375
1713,26.293869
1714,26.420063
1715,26.377171
1716,26.526152
1717,26.442650
1718,26.461237
1719,26.265579
1720,26.537636
1721,26.675869
1722,26.478437
1723,26.463575
1724,26.420118
1725,26.667030
1726,26.485586
1727,26.356167
1728,26.346121
1729,26.546316
1730,26.399872
1731,26.580875
1732,26.393372
1733,26.223547
1734,26.524939
1735,26.419001
1736,26.536625
1737,26.225008
1738,26.108568
1739,26.178123
1740,26.302973
1741,25.630848
1742,26.235466
1743,26.247757
1744,25.767296
1745,25.842897
1746,26.303970
1747,26.280167
1748,25.597073
1749,25.923018
1750,26.092527
1751,26.324835
1752,25.952456
1753,26.245207
1754,26.288504
1755,26.375166
1756,26.335199
1757,26.275339
1758,26.313545
1759,26.657539
1760,26.289965
1761,26.545689
1762,26.304657
1763,26.504255
1764,26.374508
1765,26.444813
1766,26.382359
1767,26.726540
1768,26.268448
1769,26.325987
1770,26.388105
1771,26.629728
1772,26.286982
1773,26.518990
1774,26.301834
1775,26.391058
1776,26.315493
1777,26.521036
1778,26.434340
1779,26.635389
1780,26.304552
1781,26.616926
1782,26.524281
1783,26.268179
1784,26.418474
1785,26.417973
1786,26.453878
1787,26.297392
1788,26.830908
1789,26.145735
1790,26.223711
1791,26.653395
1792,26.481018
1793,26.395702
1794,26.399849
1795,26.565601
1796,26.554380
1797,26.368391
1798,26.513899
1799,26.287882
1800,26.573946
1801,26.367344
1802,26.445353
1803,26.643236
1804,26.604069
1805,26.736631
1806,26.859018
1807,26.406446
1808,26.654871
1809,26.365665
1810,26.497042
1811,26.641222
1812,26.751146
1813,26.332926
1814,26.814518
1815,26.559231
1816,26.230438
1817,26.773094
1818,26.600843
1819,26.549103
1820,26.842159
1821,26.330742
1822,26.328041
1823,26.618624
1824,26.716501
1825,26.446892
1826,26.586052
1827,26.711353
1828,26.629889
1829,26.706287
1830,26.603102
1831,26.572783
1832,26.647785
1833,26.585129
1834,26.831673
1835,26.641703
1836,26.592054
1837,26.349281
1838,26.523872
1839,26.598827
1840,26.037682
1841,26.170706
1842,26.744844
1843,26.459120
1844,26.483965
1845,26.309710
1846,26.504047
1847,26.466396
1848,26.460325
1849,26.822718
1850,26.605377
1851,26.820076
1852,26.488499
1853,26.631189
1854,26.364529
1855,26.284203
1856,26.527933
1857,26.341454
1858,26.397860
1859,26.591883
1860,26.360609
1861,26.576836
1862,26.160046
1863,26.595371
1864,26.601873
1865,26.294552
1866,26.143351
1867,26.166029
1868,26.519859
1869,26.246864
1870,26.115395
1871,26.301888
1872,26.662395
1873,26.615149
